0,lbr,2M-HAEA-NS,0.21026155352592468
0,lrb,2M-HAEA-NS,-0.1854342818260193
0,rbl,2M-HAEA-NS,0.15358352661132812
0,rlb,2M-HAEA-NS,1.0
0,blr,2M-HAEA-NS,0.5172823071479797
0,brl,2M-HAEA-NS,0.5184135437011719
1,lbr,2M-HAEA-NS,0.21623149514198303
1,lrb,2M-HAEA-NS,-0.19661074876785278
1,rbl,2M-HAEA-NS,0.41428205370903015
1,rlb,2M-HAEA-NS,0.14361131191253662
1,blr,2M-HAEA-NS,1.0
1,brl,2M-HAEA-NS,1.0
2,lbr,2M-HAEA-NS,0.21734076738357544
2,lrb,2M-HAEA-NS,-0.1944616436958313
2,rbl,2M-HAEA-NS,0.14432674646377563
2,rlb,2M-HAEA-NS,0.14373934268951416
2,blr,2M-HAEA-NS,1.0
2,brl,2M-HAEA-NS,1.0
3,lbr,2M-HAEA-NS,0.14851313829421997
3,lrb,2M-HAEA-NS,-0.19485878944396973
3,rbl,2M-HAEA-NS,0.6811699867248535
3,rlb,2M-HAEA-NS,-0.18527156114578247
3,blr,2M-HAEA-NS,0.5179665684700012
3,brl,2M-HAEA-NS,0.517193615436554
4,lbr,2M-HAEA-NS,0.21759071946144104
4,lrb,2M-HAEA-NS,-0.19736939668655396
4,rbl,2M-HAEA-NS,0.4526436924934387
4,rlb,2M-HAEA-NS,0.14327478408813477
4,blr,2M-HAEA-NS,1.0
4,brl,2M-HAEA-NS,1.0
5,lbr,2M-HAEA-NS,0.942508339881897
5,lrb,2M-HAEA-NS,-0.1831403374671936
5,rbl,2M-HAEA-NS,0.30378344655036926
5,rlb,2M-HAEA-NS,0.2931599020957947
5,blr,2M-HAEA-NS,1.0
5,brl,2M-HAEA-NS,1.0
6,lbr,2M-HAEA-NS,0.21671026945114136
6,lrb,2M-HAEA-NS,-0.19328337907791138
6,rbl,2M-HAEA-NS,0.23448625206947327
6,rlb,2M-HAEA-NS,0.141690194606781
6,blr,2M-HAEA-NS,1.0
6,brl,2M-HAEA-NS,1.0
7,lbr,2M-HAEA-NS,0.21138861775398254
7,lrb,2M-HAEA-NS,-0.19590139389038086
7,rbl,2M-HAEA-NS,0.47597435116767883
7,rlb,2M-HAEA-NS,0.14347928762435913
7,blr,2M-HAEA-NS,1.0
7,brl,2M-HAEA-NS,1.0
8,lbr,2M-HAEA-NS,0.21644049882888794
8,lrb,2M-HAEA-NS,-0.19504189491271973
8,rbl,2M-HAEA-NS,0.21514251828193665
8,rlb,2M-HAEA-NS,0.14278548955917358
8,blr,2M-HAEA-NS,1.0
8,brl,2M-HAEA-NS,0.8107015490531921
9,lbr,2M-HAEA-NS,0.22134190797805786
9,lrb,2M-HAEA-NS,-0.19170749187469482
9,rbl,2M-HAEA-NS,1.0
9,rlb,2M-HAEA-NS,1.0
9,blr,2M-HAEA-NS,1.0
9,brl,2M-HAEA-NS,1.0
